u,v,u_adcode,v_adcode,u_reach,v_reach,u_prov,v_prov,cross_reach,cross_province
676,686,510115,510184,upstream,upstream,Sichuan,Sichuan,False,False
676,678,510115,510117,upstream,upstream,Sichuan,Sichuan,False,False
676,683,510115,510181,upstream,upstream,Sichuan,Sichuan,False,False
677,760,510116,511421,upstream,upstream,Sichuan,Sichuan,False,False
677,687,510116,510185,upstream,upstream,Sichuan,Sichuan,False,False
677,759,510116,511403,upstream,upstream,Sichuan,Sichuan,False,False
677,679,510116,510118,upstream,upstream,Sichuan,Sichuan,False,False
677,686,510116,510184,upstream,upstream,Sichuan,Sichuan,False,False
678,683,510117,510181,upstream,upstream,Sichuan,Sichuan,False,False
678,684,510117,510182,upstream,upstream,Sichuan,Sichuan,False,False
679,759,510118,511403,upstream,upstream,Sichuan,Sichuan,False,False
679,685,510118,510183,upstream,upstream,Sichuan,Sichuan,False,False
679,681,510118,510129,upstream,upstream,Sichuan,Sichuan,False,False
679,686,510118,510184,upstream,upstream,Sichuan,Sichuan,False,False
680,802,510121,512022,upstream,upstream,Sichuan,Sichuan,False,False
680,687,510121,510185,upstream,upstream,Sichuan,Sichuan,False,False
680,708,510121,510623,upstream,upstream,Sichuan,Sichuan,False,False
680,709,510121,510681,upstream,upstream,Sichuan,Sichuan,False,False
681,685,510129,510183,upstream,upstream,Sichuan,Sichuan,False,False
681,793,510129,511826,upstream,upstream,Sichuan,Sichuan,False,False
681,686,510129,510184,upstream,upstream,Sichuan,Sichuan,False,False
681,804,510129,513221,upstream,upstream,Sichuan,Sichuan,False,False
682,762,510131,511424,upstream,upstream,Sichuan,Sichuan,False,False
682,758,510131,511402,upstream,upstream,Sichuan,Sichuan,False,False
682,788,510131,511803,upstream,upstream,Sichuan,Sichuan,False,False
682,759,510131,511403,upstream,upstream,Sichuan,Sichuan,False,False
682,685,510131,510183,upstream,upstream,Sichuan,Sichuan,False,False
683,686,510181,510184,upstream,upstream,Sichuan,Sichuan,False,False
683,684,510181,510182,upstream,upstream,Sichuan,Sichuan,False,False
683,804,510181,513221,upstream,upstream,Sichuan,Sichuan,False,False
684,804,510182,513221,upstream,upstream,Sichuan,Sichuan,False,False
684,709,510182,510681,upstream,upstream,Sichuan,Sichuan,False,False
684,710,510182,510682,upstream,upstream,Sichuan,Sichuan,False,False
684,806,510182,513223,upstream,upstream,Sichuan,Sichuan,False,False
685,787,510183,511802,upstream,upstream,Sichuan,Sichuan,False,False
685,758,510183,511402,upstream,upstream,Sichuan,Sichuan,False,False
685,788,510183,511803,upstream,upstream,Sichuan,Sichuan,False,False
685,759,510183,511403,upstream,upstream,Sichuan,Sichuan,False,False
685,793,510183,511826,upstream,upstream,Sichuan,Sichuan,False,False
686,804,510184,513221,upstream,upstream,Sichuan,Sichuan,False,False
687,760,510185,511421,upstream,upstream,Sichuan,Sichuan,False,False
687,800,510185,512002,upstream,upstream,Sichuan,Sichuan,False,False
687,802,510185,512022,upstream,upstream,Sichuan,Sichuan,False,False
688,764,510302,511502,upstream,upstream,Sichuan,Sichuan,False,False
688,691,510302,510311,upstream,upstream,Sichuan,Sichuan,False,False
688,689,510302,510303,upstream,upstream,Sichuan,Sichuan,False,False
688,690,510302,510304,upstream,upstream,Sichuan,Sichuan,False,False
689,766,510303,511504,upstream,upstream,Sichuan,Sichuan,False,False
689,764,510303,511502,upstream,upstream,Sichuan,Sichuan,False,False
689,690,510303,510304,upstream,upstream,Sichuan,Sichuan,False,False
689,692,510303,510321,upstream,upstream,Sichuan,Sichuan,False,False
689,735,510303,511024,upstream,upstream,Sichuan,Sichuan,False,False
690,693,510304,510322,upstream,upstream,Sichuan,Sichuan,False,False
690,691,510304,510311,upstream,upstream,Sichuan,Sichuan,False,False
690,737,510304,511083,upstream,upstream,Sichuan,Sichuan,False,False
690,733,510304,511002,upstream,upstream,Sichuan,Sichuan,False,False
690,735,510304,511024,upstream,upstream,Sichuan,Sichuan,False,False
690,734,510304,511011,upstream,upstream,Sichuan,Sichuan,False,False
691,764,510311,511502,upstream,upstream,Sichuan,Sichuan,False,False
691,693,510311,510322,upstream,upstream,Sichuan,Sichuan,False,False
692,742,510321,511123,upstream,upstream,Sichuan,Sichuan,False,False
692,766,510321,511504,upstream,upstream,Sichuan,Sichuan,False,False
692,735,510321,511024,upstream,upstream,Sichuan,Sichuan,False,False
692,743,510321,511124,upstream,upstream,Sichuan,Sichuan,False,False
692,760,510321,511421,upstream,upstream,Sichuan,Sichuan,False,False
693,767,510322,511523,upstream,upstream,Sichuan,Sichuan,False,False
693,699,510322,510502,upstream,upstream,Sichuan,Sichuan,False,False
693,765,510322,511503,upstream,upstream,Sichuan,Sichuan,False,False
693,764,510322,511502,upstream,upstream,Sichuan,Sichuan,False,False
693,702,510322,510521,upstream,upstream,Sichuan,Sichuan,False,False
693,737,510322,511083,upstream,upstream,Sichuan,Sichuan,False,False
694,696,510402,510411,upstream,upstream,Sichuan,Sichuan,False,False
694,695,510402,510403,upstream,upstream,Sichuan,Sichuan,False,False
694,698,510402,510422,upstream,upstream,Sichuan,Sichuan,False,False
695,696,510403,510411,upstream,upstream,Sichuan,Sichuan,False,False
695,990,510403,530723,upstream,upstream,Sichuan,Yunnan,False,True
696,1016,510411,532327,upstream,upstream,Sichuan,Yunnan,False,True
696,838,510411,513425,upstream,upstream,Sichuan,Sichuan,False,False
696,990,510411,530723,upstream,upstream,Sichuan,Yunnan,False,True
696,698,510411,510422,upstream,upstream,Sichuan,Sichuan,False,False
697,838,510421,513425,upstream,upstream,Sichuan,Sichuan,False,False
697,698,510421,510422,upstream,upstream,Sichuan,Sichuan,False,False
697,837,510421,513424,upstream,upstream,Sichuan,Sichuan,False,False
697,836,510421,513423,upstream,upstream,Sichuan,Sichuan,False,False
698,838,510422,513425,upstream,upstream,Sichuan,Sichuan,False,False
698,990,510422,530723,upstream,upstream,Sichuan,Yunnan,False,True
698,991,510422,530724,upstream,upstream,Sichuan,Yunnan,False,True
698,836,510422,513423,upstream,upstream,Sichuan,Sichuan,False,False
699,700,510502,510503,upstream,upstream,Sichuan,Sichuan,False,False
699,767,510502,511523,upstream,upstream,Sichuan,Sichuan,False,False
699,701,510502,510504,upstream,upstream,Sichuan,Sichuan,False,False
699,702,510502,510521,upstream,upstream,Sichuan,Sichuan,False,False
699,703,510502,510522,upstream,upstream,Sichuan,Sichuan,False,False
700,704,510503,510524,upstream,upstream,Sichuan,Sichuan,False,False
700,772,510503,511528,upstream,upstream,Sichuan,Sichuan,False,False
700,767,510503,511523,upstream,upstream,Sichuan,Sichuan,False,False
700,703,510503,510522,upstream,upstream,Sichuan,Sichuan,False,False
701,702,510504,510521,upstream,upstream,Sichuan,Sichuan,False,False
702,737,510521,511083,upstream,upstream,Sichuan,Sichuan,False,False
702,703,510521,510522,upstream,upstream,Sichuan,Sichuan,False,False
703,704,510522,510524,upstream,upstream,Sichuan,Sichuan,False,False
703,876,510522,520330,upstream,upstream,Sichuan,Guizhou,False,True
703,877,510522,520381,upstream,upstream,Sichuan,Guizhou,False,True
704,885,510524,520502,upstream,upstream,Sichuan,Guizhou,False,True
704,983,510524,530627,upstream,upstream,Sichuan,Yunnan,False,True
704,985,510524,530629,upstream,upstream,Sichuan,Yunnan,False,True
704,705,510524,510525,upstream,upstream,Sichuan,Sichuan,False,False
704,772,510524,511528,upstream,upstream,Sichuan,Sichuan,False,False
704,877,510524,520381,upstream,upstream,Sichuan,Guizhou,False,True
705,885,510525,520502,upstream,upstream,Sichuan,Guizhou,False,True
705,888,510525,520523,upstream,upstream,Sichuan,Guizhou,False,True
705,878,510525,520382,upstream,upstream,Sichuan,Guizhou,False,True
705,876,510525,520330,upstream,upstream,Sichuan,Guizhou,False,True
705,877,510525,520381,upstream,upstream,Sichuan,Guizhou,False,True
706,708,510603,510623,upstream,upstream,Sichuan,Sichuan,False,False
706,709,510603,510681,upstream,upstream,Sichuan,Sichuan,False,False
706,710,510603,510682,upstream,upstream,Sichuan,Sichuan,False,False
706,707,510603,510604,upstream,upstream,Sichuan,Sichuan,False,False
706,711,510603,510683,upstream,upstream,Sichuan,Sichuan,False,False
707,708,510604,510623,upstream,upstream,Sichuan,Sichuan,False,False
707,711,510604,510683,upstream,upstream,Sichuan,Sichuan,False,False
707,712,510604,510703,upstream,upstream,Sichuan,Sichuan,False,False
707,714,510604,510705,upstream,upstream,Sichuan,Sichuan,False,False
708,802,510623,512022,upstream,upstream,Sichuan,Sichuan,False,False
708,731,510623,510923,upstream,upstream,Sichuan,Sichuan,False,False
708,709,510623,510681,upstream,upstream,Sichuan,Sichuan,False,False
708,715,510623,510722,upstream,upstream,Sichuan,Sichuan,False,False
708,712,510623,510703,upstream,upstream,Sichuan,Sichuan,False,False
709,710,510681,510682,upstream,upstream,Sichuan,Sichuan,False,False
710,711,510682,510683,upstream,upstream,Sichuan,Sichuan,False,False
710,806,510682,513223,upstream,upstream,Sichuan,Sichuan,False,False
711,714,510683,510705,upstream,upstream,Sichuan,Sichuan,False,False
711,806,510683,513223,upstream,upstream,Sichuan,Sichuan,False,False
712,715,510703,510722,upstream,upstream,Sichuan,Sichuan,False,False
712,713,510703,510704,upstream,upstream,Sichuan,Sichuan,False,False
712,714,510703,510705,upstream,upstream,Sichuan,Sichuan,False,False
712,720,510703,510781,upstream,upstream,Sichuan,Sichuan,False,False
713,715,510704,510722,upstream,upstream,Sichuan,Sichuan,False,False
713,717,510704,510725,upstream,upstream,Sichuan,Sichuan,False,False
713,720,510704,510781,upstream,upstream,Sichuan,Sichuan,False,False
714,718,510705,510726,upstream,upstream,Sichuan,Sichuan,False,False
714,720,510705,510781,upstream,upstream,Sichuan,Sichuan,False,False
714,806,510705,513223,upstream,upstream,Sichuan,Sichuan,False,False
715,731,510722,510923,upstream,upstream,Sichuan,Sichuan,False,False
715,732,510722,510981,upstream,upstream,Sichuan,Sichuan,False,False
715,716,510722,510723,upstream,upstream,Sichuan,Sichuan,False,False
715,717,510722,510725,upstream,upstream,Sichuan,Sichuan,False,False
716,732,510723,510981,upstream,upstream,Sichuan,Sichuan,False,False
716,717,510723,510725,upstream,upstream,Sichuan,Sichuan,False,False
716,756,510723,511325,upstream,upstream,Sichuan,Sichuan,False,False
716,752,510723,511321,upstream,upstream,Sichuan,Sichuan,False,False
717,720,510725,510781,upstream,upstream,Sichuan,Sichuan,False,False
717,726,510725,510823,upstream,upstream,Sichuan,Sichuan,False,False
717,752,510725,511321,upstream,upstream,Sichuan,Sichuan,False,False
718,720,510726,510781,upstream,upstream,Sichuan,Sichuan,False,False
718,719,510726,510727,upstream,upstream,Sichuan,Sichuan,False,False
718,806,510726,513223,upstream,upstream,Sichuan,Sichuan,False,False
718,807,510726,513224,upstream,upstream,Sichuan,Sichuan,False,False
719,720,510727,510781,upstream,upstream,Sichuan,Sichuan,False,False
719,725,510727,510822,upstream,upstream,Sichuan,Sichuan,False,False
719,807,510727,513224,upstream,upstream,Sichuan,Sichuan,False,False
719,808,510727,513225,upstream,upstream,Sichuan,Sichuan,False,False
720,726,510781,510823,upstream,upstream,Sichuan,Sichuan,False,False
720,725,510781,510822,upstream,upstream,Sichuan,Sichuan,False,False
721,726,510802,510823,upstream,upstream,Sichuan,Sichuan,False,False
721,725,510802,510822,upstream,upstream,Sichuan,Sichuan,False,False
721,722,510802,510811,upstream,upstream,Sichuan,Sichuan,False,False
721,724,510802,510821,upstream,upstream,Sichuan,Sichuan,False,False
721,723,510802,510812,upstream,upstream,Sichuan,Sichuan,False,False
722,726,510811,510823,upstream,upstream,Sichuan,Sichuan,False,False
722,727,510811,510824,upstream,upstream,Sichuan,Sichuan,False,False
722,724,510811,510821,upstream,upstream,Sichuan,Sichuan,False,False
723,725,510812,510822,upstream,upstream,Sichuan,Sichuan,False,False
723,724,510812,510821,upstream,upstream,Sichuan,Sichuan,False,False
724,727,510821,510824,upstream,upstream,Sichuan,Sichuan,False,False
724,798,510821,511922,upstream,upstream,Sichuan,Sichuan,False,False
725,726,510822,510823,upstream,upstream,Sichuan,Sichuan,False,False
726,752,510823,511321,upstream,upstream,Sichuan,Sichuan,False,False
726,757,510823,511381,upstream,upstream,Sichuan,Sichuan,False,False
726,727,510823,510824,upstream,upstream,Sichuan,Sichuan,False,False
727,757,510824,511381,upstream,upstream,Sichuan,Sichuan,False,False
727,796,510824,511903,upstream,upstream,Sichuan,Sichuan,False,False
727,795,510824,511902,upstream,upstream,Sichuan,Sichuan,False,False
727,798,510824,511922,upstream,upstream,Sichuan,Sichuan,False,False
